current_role,data_vis_lib,prog_language,proportion_time-Gathering data,proportion_time-Cleaning data,proportion_time-Visualizing data,proportion_time-Model building/model selection,proportion_time-Putting the model into production,proportion_time-Finding insights in the data and communicating with stakeholders
Research Scientist,,Python,40.0,15.0,5.0,15.0,15.0,10.0
Data Scientist,ggplot2,R,5.0,15.0,10.0,15.0,20.0,34.0
Student,Matplotlib,Python,10.0,10.0,10.0,30.0,20.0,20.0
Other,Matplotlib,Python,10.0,10.0,5.0,25.0,40.0,0.0
Student,,,0.0,50.0,0.0,0.0,0.0,50.0
Not employed,,,,,,,,
Student,,Python,5.0,5.0,10.0,20.0,40.0,10.0
Other,,Python,5.0,1.0,5.0,82.0,2.0,5.0
Data Scientist,Matplotlib,,15.0,30.0,5.0,25.0,5.0,15.0
Not employed,Matplotlib,Python,20.0,10.0,20.0,20.0,15.0,15.0
Not employed,,Python,5.0,10.0,15.0,30.0,30.0,10.0
Software Engineer,Matplotlib,Python,25.0,10.0,0.0,25.0,25.0,15.0
Data Scientist,Matplotlib,Python,30.0,30.0,20.0,20.0,0.0,0.0
Software Engineer,,C/C++,,,,,,
Software Engineer,Matplotlib,Python,10.0,25.0,25.0,25.0,5.0,10.0
Research Assistant,D3,,20.0,30.0,20.0,25.0,5.0,0.0
Not employed,Plotly,Python,20.0,40.0,10.0,10.0,10.0,10.0
Software Engineer,,Java,10.0,20.0,20.0,20.0,20.0,10.0
Student,,Python,30.0,20.0,10.0,20.0,5.0,10.0
Data Scientist,,,0.0,0.0,0.0,20.0,0.0,80.0
DBA/Database Engineer,,SQL,10.0,10.0,70.0,0.0,0.0,10.0
Other,Matplotlib,Python,10.0,25.0,15.0,15.0,25.0,10.0
Student,,,,,,,,
Software Engineer,Matplotlib,Java,5.0,5.0,5.0,20.0,60.0,5.0
Student,,,0.0,60.0,10.0,30.0,0.0,0.0
Research Scientist,,SAS/STATA,,,,,,
Business Analyst,ggplot2,SQL,30.0,15.0,5.0,10.0,30.0,10.0
Software Engineer,Matplotlib,Python,20.0,15.0,5.0,40.0,10.0,10.0
Chief Officer,,R,30.0,30.0,1.0,25.0,4.0,10.0
Chief Officer,ggplot2,R,0.0,10.0,30.0,20.0,10.0,30.0
Business Analyst,ggplot2,,10.0,20.0,15.0,10.0,30.0,15.0
Software Engineer,,C#/.NET,10.0,10.0,10.0,50.0,10.0,10.0
Consultant,ggplot2,R,20.0,30.0,10.0,10.0,10.0,20.0
Software Engineer,Matplotlib,Java,,,,,,
Software Engineer,,,20.0,20.0,5.0,10.0,25.0,10.0
Product/Project Manager,Matplotlib,C#/.NET,5.0,20.0,10.0,15.0,5.0,40.0
Research Scientist,Plotly,Java,20.0,30.0,5.0,30.0,5.0,5.0
Data Scientist,Matplotlib,Python,10.0,50.0,5.0,25.0,0.0,10.0
Data Analyst,,C#/.NET,5.0,10.0,5.0,50.0,20.0,10.0
Data Analyst,ggplot2,,,,,,,
Software Engineer,ggplot2,Python,20.0,25.0,15.0,15.0,10.0,5.0
Software Engineer,,SQL,10.0,5.0,10.0,20.0,15.0,20.0
Student,Matplotlib,Python,15.0,25.0,15.0,30.0,0.0,15.0
Student,,Python,35.0,5.0,10.0,25.0,0.0,0.0
Student,,Python,20.0,30.0,10.0,20.0,20.0,0.0
Data Scientist,Shiny,R,20.0,20.0,5.0,20.0,10.0,10.0
Not employed,Plotly,R,10.0,15.0,20.0,20.0,10.0,20.0
Data Scientist,Matplotlib,,20.0,20.0,20.0,10.0,10.0,10.0
Other,Matplotlib,,5.0,35.0,15.0,25.0,0.0,0.0
Student,Other,Python,0.0,0.0,0.0,0.0,0.0,0.0
Product/Project Manager,Matplotlib,R,25.0,8.0,8.0,20.0,20.0,15.0
Student,Seaborn,C/C++,10.0,50.0,10.0,10.0,20.0,0.0
Other,ggplot2,MATLAB,40.0,20.0,5.0,15.0,10.0,10.0
Software Engineer,,Python,20.0,20.0,5.0,20.0,25.0,10.0
Software Engineer,,Python,10.0,20.0,20.0,40.0,0.0,10.0
Student,,R,15.0,20.0,20.0,20.0,10.0,10.0
Software Engineer,Matplotlib,C/C++,20.0,15.0,15.0,5.0,20.0,20.0
Software Engineer,Matplotlib,Java,10.0,20.0,30.0,20.0,5.0,15.0
Data Engineer,Matplotlib,Python,15.0,10.0,0.0,30.0,30.0,0.0
Student,,C#/.NET,,,,,,
Student,ggplot2,R,0.0,25.0,10.0,20.0,25.0,20.0
Manager,Matplotlib,Python,0.0,50.0,20.0,20.0,0.0,10.0
Student,Matplotlib,,40.0,10.0,10.0,20.0,5.0,5.0
Other,ggplot2,R,25.0,15.0,10.0,15.0,15.0,20.0
Other,Matplotlib,Python,5.0,60.0,15.0,15.0,0.0,5.0
Data Analyst,Seaborn,Python,35.0,25.0,10.0,10.0,10.0,10.0
Consultant,ggplot2,Python,20.0,40.0,20.0,20.0,0.0,0.0
Student,Matplotlib,Python,10.0,10.0,10.0,40.0,20.0,10.0
Research Assistant,Matplotlib,Python,20.0,0.0,0.0,80.0,0.0,0.0
Student,Matplotlib,Python,10.0,20.0,5.0,30.0,10.0,15.0
Manager,,C#/.NET,25.0,0.0,30.0,15.0,30.0,0.0
Consultant,Seaborn,Python,5.0,45.0,15.0,30.0,5.0,0.0
Principal Investigator,,MATLAB,20.0,5.0,5.0,50.0,10.0,10.0
Data Analyst,,Python,30.0,30.0,5.0,15.0,10.0,10.0
Research Scientist,Matplotlib,Python,5.0,20.0,20.0,25.0,10.0,20.0
Research Scientist,,,30.0,30.0,40.0,0.0,0.0,0.0
Data Scientist,Plotly,Scala,30.0,5.0,5.0,25.0,15.0,20.0
Data Scientist,Matplotlib,Python,35.0,15.0,20.0,10.0,10.0,10.0
Data Scientist,ggplot2,Python,20.0,5.0,1.0,50.0,15.0,9.0
Software Engineer,Matplotlib,Java,5.0,20.0,20.0,30.0,0.0,20.0
Student,,C/C++,10.0,5.0,20.0,40.0,5.0,10.0
Data Engineer,Plotly,PHP,10.0,35.0,25.0,10.0,10.0,10.0
Software Engineer,,Javascript/Typescript,60.0,5.0,0.0,15.0,0.0,20.0
Chief Officer,Matplotlib,Python,10.0,30.0,5.0,30.0,10.0,10.0
Student,,Python,60.0,10.0,15.0,5.0,5.0,5.0
Student,Seaborn,Python,20.0,5.0,20.0,20.0,20.0,15.0
Business Analyst,Matplotlib,,0.0,0.0,0.0,0.0,0.0,100.0
Data Analyst,ggplot2,SQL,,,,,,
Data Analyst,,SQL,10.0,10.0,20.0,20.0,10.0,30.0
Student,Matplotlib,Python,40.0,10.0,10.0,20.0,5.0,5.0
Other,,C#/.NET,10.0,20.0,10.0,30.0,30.0,0.0
Software Engineer,,PHP,40.0,10.0,20.0,20.0,5.0,5.0
Data Engineer,ggplot2,Python,30.0,66.0,3.0,0.0,1.0,0.0
Student,ggplot2,R,10.0,60.0,10.0,10.0,5.0,5.0
Business Analyst,Seaborn,SQL,20.0,20.0,60.0,0.0,0.0,0.0
Data Scientist,ggplot2,Python,10.0,30.0,20.0,15.0,20.0,5.0
Data Engineer,Matplotlib,Python,20.0,30.0,10.0,20.0,10.0,10.0
Software Engineer,,Python,20.0,20.0,0.0,10.0,0.0,50.0
Data Scientist,Matplotlib,Python,25.0,35.0,5.0,15.0,15.0,5.0
Student,ggplot2,R,40.0,15.0,15.0,20.0,0.0,10.0
Student,Matplotlib,,23.0,17.0,10.0,20.0,10.0,10.0
Data Scientist,Plotly,Python,10.0,35.0,5.0,20.0,10.0,20.0
Research Scientist,ggplot2,C#/.NET,30.0,5.0,20.0,20.0,5.0,20.0
Research Scientist,,,,,,,,
Data Scientist,,R,40.0,10.0,5.0,10.0,10.0,15.0
Data Scientist,Seaborn,Python,10.0,20.0,20.0,5.0,10.0,20.0
Software Engineer,,Python,,,,,,
Student,,Python,20.0,40.0,20.0,20.0,0.0,0.0
Data Scientist,Matplotlib,Python,15.0,35.0,10.0,15.0,10.0,15.0
Student,Matplotlib,Python,20.0,5.0,5.0,5.0,5.0,20.0
Student,,C/C++,15.0,15.0,20.0,10.0,15.0,20.0
Software Engineer,Matplotlib,Python,10.0,5.0,5.0,70.0,10.0,0.0
Data Scientist,Seaborn,Python,30.0,30.0,10.0,30.0,0.0,0.0
Product/Project Manager,Seaborn,Java,30.0,20.0,10.0,20.0,10.0,10.0
Student,Seaborn,Python,20.0,20.0,10.0,20.0,10.0,20.0
Software Engineer,,Javascript/Typescript,10.0,20.0,10.0,20.0,20.0,20.0
Student,,MATLAB,,,,,,
Software Engineer,Matplotlib,Python,15.0,10.0,15.0,15.0,20.0,20.0
Data Analyst,,,1.0,60.0,10.0,20.0,5.0,4.0
Software Engineer,Seaborn,,10.0,20.0,30.0,30.0,5.0,0.0
Data Analyst,,Javascript/Typescript,25.0,50.0,25.0,0.0,0.0,0.0
Data Scientist,ggplot2,R,5.0,10.0,15.0,20.0,20.0,30.0
Data Scientist,Matplotlib,Python,5.0,15.0,15.0,35.0,10.0,20.0
Student,Matplotlib,,5.0,30.0,20.0,30.0,10.0,5.0
Consultant,ggplot2,R,10.0,5.0,15.0,30.0,15.0,15.0
Data Scientist,Seaborn,Python,30.0,30.0,20.0,5.0,5.0,10.0
Data Scientist,ggplot2,Python,30.0,30.0,10.0,10.0,10.0,10.0
Research Assistant,,MATLAB,30.0,10.0,10.0,20.0,20.0,10.0
Software Engineer,Matplotlib,Java,0.0,0.0,50.0,50.0,0.0,0.0
Student,Matplotlib,Python,5.0,20.0,20.0,30.0,15.0,5.0
Software Engineer,Plotly,Javascript/Typescript,30.0,10.0,20.0,20.0,10.0,10.0
Student,,R,10.0,10.0,10.0,20.0,40.0,10.0
Software Engineer,,Javascript/Typescript,20.0,5.0,10.0,20.0,20.0,10.0
Research Scientist,,Python,30.0,20.0,10.0,5.0,5.0,30.0
Data Analyst,ggplot2,Python,30.0,45.0,10.0,10.0,0.0,5.0
Data Analyst,Matplotlib,Python,30.0,20.0,10.0,10.0,10.0,10.0
Not employed,,,0.0,20.0,20.0,20.0,10.0,30.0
Software Engineer,,Python,40.0,10.0,20.0,15.0,10.0,5.0
Chief Officer,Matplotlib,Python,10.0,30.0,10.0,30.0,10.0,10.0
Business Analyst,,,0.0,60.0,10.0,10.0,10.0,5.0
Data Analyst,ggplot2,,15.0,50.0,5.0,15.0,5.0,10.0
Software Engineer,,Python,20.0,10.0,10.0,10.0,10.0,10.0
Data Scientist,Seaborn,Python,10.0,40.0,5.0,15.0,10.0,10.0
Student,Matplotlib,Python,10.0,35.0,20.0,15.0,5.0,10.0
Software Engineer,Seaborn,Python,5.0,20.0,10.0,45.0,5.0,10.0
Software Engineer,,Java,0.0,0.0,0.0,0.0,0.0,0.0
Software Engineer,ggplot2,SQL,20.0,20.0,25.0,15.0,10.0,10.0
Student,Matplotlib,Python,5.0,20.0,45.0,10.0,5.0,10.0
Manager,Matplotlib,Python,10.0,15.0,10.0,40.0,10.0,15.0
Student,,,10.0,5.0,20.0,50.0,10.0,5.0
Chief Officer,Matplotlib,Python,10.0,10.0,50.0,10.0,10.0,10.0
Data Scientist,ggplot2,,5.0,25.0,20.0,30.0,0.0,20.0
Data Analyst,Matplotlib,Python,10.0,10.0,10.0,10.0,10.0,10.0
Student,Seaborn,,10.0,20.0,10.0,30.0,10.0,10.0
Data Scientist,Matplotlib,Python,20.0,10.0,15.0,40.0,5.0,0.0
Research Scientist,Matplotlib,Python,5.0,5.0,0.0,70.0,0.0,20.0
Software Engineer,Matplotlib,Java,10.0,45.0,5.0,30.0,0.0,10.0
Business Analyst,,,10.0,10.0,20.0,20.0,10.0,15.0
Student,Matplotlib,Python,0.0,30.0,0.0,40.0,10.0,10.0
Student,,MATLAB,10.0,20.0,20.0,50.0,0.0,0.0
Business Analyst,,SQL,0.0,50.0,30.0,20.0,0.0,0.0
Software Engineer,,C/C++,,,,,,
Data Analyst,Matplotlib,Python,5.0,25.0,20.0,20.0,10.0,20.0
Student,Matplotlib,Python,1.0,20.0,15.0,25.0,15.0,20.0
Software Engineer,Matplotlib,,10.0,5.0,10.0,35.0,25.0,10.0
Data Engineer,D3,Python,5.0,15.0,5.0,75.0,0.0,0.0
Data Scientist,Matplotlib,Python,20.0,30.0,0.0,20.0,20.0,10.0
Chief Officer,Matplotlib,Python,5.0,30.0,10.0,20.0,10.0,20.0
Student,,Java,10.0,10.0,10.0,40.0,20.0,10.0
Data Scientist,Plotly,,30.0,30.0,10.0,5.0,0.0,15.0
Data Analyst,Matplotlib,SQL,10.0,30.0,15.0,20.0,10.0,10.0
Product/Project Manager,,Python,20.0,20.0,20.0,20.0,0.0,0.0
Software Engineer,Matplotlib,Visual Basic/VBA,10.0,10.0,30.0,10.0,20.0,10.0
Software Engineer,,Java,10.0,20.0,10.0,15.0,10.0,10.0
Student,,C/C++,5.0,2.0,15.0,20.0,20.0,18.0
Student,,Python,15.0,20.0,10.0,25.0,20.0,10.0
Software Engineer,ggplot2,Python,0.0,10.0,20.0,30.0,40.0,0.0
Salesperson,,,10.0,25.0,25.0,20.0,0.0,20.0
Data Scientist,ggplot2,R,5.0,20.0,15.0,25.0,15.0,20.0
Software Engineer,,Python,10.0,20.0,5.0,40.0,25.0,0.0
Other,Matplotlib,Java,35.0,15.0,5.0,15.0,10.0,15.0
Student,Matplotlib,MATLAB,20.0,10.0,10.0,30.0,20.0,10.0
Developer Advocate,Plotly,Java,,,,,,
Other,,,,,,,,
Data Scientist,Matplotlib,,20.0,10.0,10.0,30.0,10.0,20.0
Data Scientist,ggplot2,R,15.0,20.0,5.0,25.0,5.0,20.0
Data Analyst,ggplot2,Python,5.0,25.0,25.0,15.0,5.0,25.0
Student,,Java,10.0,10.0,10.0,40.0,20.0,0.0
Research Scientist,ggplot2,R,40.0,20.0,5.0,15.0,0.0,20.0
Product/Project Manager,,,10.0,20.0,20.0,10.0,10.0,10.0
Student,,R,20.0,50.0,10.0,10.0,5.0,5.0
Student,Seaborn,Python,10.0,20.0,10.0,10.0,20.0,20.0
Student,Matplotlib,,20.0,45.0,20.0,10.0,0.0,5.0
Data Scientist,Matplotlib,Python,25.0,20.0,10.0,25.0,10.0,10.0
Software Engineer,,Java,10.0,10.0,10.0,10.0,10.0,10.0
Student,,Python,10.0,50.0,10.0,10.0,15.0,5.0
Product/Project Manager,,,40.0,0.0,0.0,0.0,0.0,60.0
Software Engineer,Matplotlib,C/C++,30.0,20.0,10.0,10.0,20.0,10.0
Data Scientist,Matplotlib,Python,0.0,20.0,25.0,25.0,10.0,20.0
Other,,,,,,,,
Other,,,,,,,,
Data Scientist,Matplotlib,Python,30.0,20.0,10.0,10.0,10.0,10.0
Data Engineer,Matplotlib,C#/.NET,0.0,20.0,10.0,40.0,30.0,0.0
Software Engineer,Matplotlib,C#/.NET,20.0,40.0,5.0,20.0,10.0,5.0
Chief Officer,ggplot2,Python,40.0,20.0,10.0,20.0,5.0,5.0
Other,ggplot2,Java,,,,,,
Business Analyst,,Python,10.0,20.0,20.0,15.0,15.0,15.0
Data Scientist,,,10.0,30.0,20.0,20.0,10.0,10.0
Research Scientist,Matplotlib,,25.0,15.0,10.0,30.0,10.0,10.0
Not employed,ggplot2,Python,10.0,30.0,10.0,20.0,10.0,20.0
Software Engineer,,Python,30.0,10.0,5.0,40.0,10.0,5.0
Data Scientist,Matplotlib,Python,20.0,30.0,5.0,20.0,10.0,15.0
Other,Matplotlib,,20.0,30.0,10.0,20.0,10.0,5.0
Software Engineer,Seaborn,Python,50.0,20.0,10.0,10.0,0.0,10.0
Data Scientist,Seaborn,Python,25.0,25.0,10.0,10.0,10.0,15.0
Student,Matplotlib,Python,20.0,10.0,15.0,0.0,0.0,40.0
Software Engineer,ggplot2,Java,10.0,25.0,25.0,10.0,20.0,10.0
Data Scientist,Matplotlib,Python,10.0,40.0,10.0,20.0,10.0,10.0
Statistician,,Java,0.0,5.0,15.0,35.0,25.0,20.0
Consultant,,R,30.0,40.0,10.0,10.0,0.0,10.0
Student,Seaborn,Python,5.0,35.0,10.0,15.0,5.0,20.0
Software Engineer,,Python,20.0,10.0,20.0,30.0,10.0,10.0
Not employed,Matplotlib,C/C++,20.0,40.0,10.0,20.0,0.0,10.0
Data Scientist,Plotly,Python,20.0,20.0,20.0,20.0,10.0,5.0
Software Engineer,,SQL,0.0,70.0,0.0,0.0,30.0,0.0
Data Scientist,Seaborn,Python,20.0,10.0,10.0,30.0,10.0,10.0
Marketing Analyst,Seaborn,,30.0,40.0,10.0,10.0,0.0,10.0
Software Engineer,Matplotlib,Python,10.0,20.0,20.0,10.0,10.0,30.0
Data Scientist,,C#/.NET,,,,,,
Student,Matplotlib,R,5.0,10.0,10.0,50.0,20.0,5.0
Software Engineer,,Python,20.0,5.0,25.0,25.0,15.0,5.0
Research Assistant,,MATLAB,15.0,5.0,10.0,30.0,15.0,0.0
Data Analyst,,,10.0,20.0,5.0,30.0,5.0,10.0
Software Engineer,ggplot2,PHP,10.0,20.0,20.0,10.0,15.0,15.0
Data Analyst,Seaborn,SQL,30.0,40.0,5.0,10.0,5.0,10.0
Software Engineer,Matplotlib,Python,20.0,30.0,15.0,10.0,10.0,10.0
Not employed,,,,,,,,
Data Scientist,,Python,20.0,10.0,5.0,40.0,10.0,15.0
Student,Plotly,R,5.0,20.0,30.0,20.0,20.0,5.0
Software Engineer,ggplot2,Python,60.0,10.0,5.0,10.0,5.0,10.0
Not employed,ggplot2,R,10.0,20.0,20.0,40.0,0.0,0.0
Research Assistant,ggplot2,R,0.0,10.0,20.0,40.0,20.0,10.0
Software Engineer,Matplotlib,SQL,0.0,0.0,0.0,0.0,0.0,0.0
Software Engineer,,C/C++,30.0,0.0,0.0,30.0,20.0,20.0
Data Analyst,ggplot2,R,5.0,15.0,30.0,40.0,0.0,10.0
Student,,,20.0,20.0,5.0,45.0,0.0,10.0
Data Scientist,Matplotlib,Python,15.0,15.0,10.0,40.0,15.0,5.0
Data Engineer,Matplotlib,Python,5.0,50.0,10.0,10.0,20.0,5.0
Data Scientist,Matplotlib,Python,20.0,10.0,10.0,30.0,10.0,10.0
Software Engineer,,Python,,,,,,
Data Analyst,Matplotlib,,10.0,15.0,30.0,20.0,10.0,15.0
Software Engineer,,Python,10.0,30.0,25.0,35.0,0.0,0.0
Software Engineer,,C/C++,,,,,,
Software Engineer,Matplotlib,,10.0,30.0,5.0,15.0,15.0,20.0
Student,,,60.0,20.0,1.0,1.0,1.0,1.0
Data Scientist,ggplot2,,5.0,15.0,5.0,40.0,25.0,10.0
Student,Seaborn,Python,0.0,5.0,10.0,60.0,15.0,10.0
Student,Matplotlib,Python,5.0,70.0,15.0,10.0,0.0,0.0
Business Analyst,Seaborn,,5.0,30.0,10.0,20.0,10.0,10.0
Student,,,0.0,35.0,0.0,35.0,0.0,20.0
Research Scientist,Matplotlib,Python,40.0,20.0,5.0,25.0,5.0,5.0
Not employed,,,5.0,25.0,40.0,30.0,0.0,0.0
Software Engineer,Matplotlib,Bash,35.0,25.0,10.0,15.0,5.0,10.0
Developer Advocate,Matplotlib,Visual Basic/VBA,20.0,20.0,30.0,5.0,5.0,20.0
Research Scientist,Seaborn,,10.0,20.0,10.0,20.0,15.0,20.0
Student,Matplotlib,Python,20.0,5.0,5.0,10.0,30.0,10.0
Business Analyst,ggplot2,,20.0,30.0,40.0,0.0,0.0,10.0
Software Engineer,Matplotlib,C/C++,5.0,10.0,10.0,20.0,20.0,30.0
Student,,Python,20.0,5.0,20.0,30.0,25.0,0.0
Student,Matplotlib,Python,15.0,10.0,5.0,40.0,15.0,15.0
Data Scientist,Seaborn,,20.0,30.0,10.0,30.0,5.0,5.0
Student,Matplotlib,C/C++,20.0,20.0,30.0,10.0,10.0,5.0
Software Engineer,Seaborn,Python,10.0,25.0,15.0,25.0,10.0,15.0
Student,Matplotlib,Python,,,,,,
Not employed,ggplot2,R,5.0,40.0,10.0,10.0,15.0,15.0
Software Engineer,Matplotlib,Python,20.0,20.0,10.0,40.0,0.0,10.0
Data Analyst,Seaborn,,10.0,40.0,10.0,20.0,10.0,10.0
Research Scientist,,Python,,,,,,
Data Analyst,,Visual Basic/VBA,5.0,20.0,30.0,5.0,5.0,35.0
Software Engineer,Seaborn,Python,30.0,20.0,5.0,20.0,0.0,0.0
Software Engineer,Matplotlib,Other,20.0,50.0,10.0,10.0,0.0,10.0
Salesperson,,Python,40.0,50.0,10.0,0.0,0.0,0.0
Student,,SQL,20.0,15.0,10.0,35.0,0.0,15.0
Data Engineer,Matplotlib,SQL,5.0,40.0,15.0,15.0,10.0,15.0
Data Engineer,,Python,10.0,30.0,10.0,10.0,20.0,20.0
Student,,C/C++,10.0,20.0,20.0,20.0,25.0,5.0
Product/Project Manager,,,,,,,,
Student,Seaborn,Python,5.0,30.0,25.0,30.0,0.0,10.0
Research Scientist,Matplotlib,Python,10.0,30.0,5.0,20.0,20.0,15.0
Data Scientist,Matplotlib,Python,10.0,10.0,10.0,50.0,20.0,0.0
Data Engineer,Matplotlib,Python,10.0,50.0,10.0,20.0,5.0,5.0
Software Engineer,,Other,,,,,,
Other,,,5.0,50.0,10.0,20.0,5.0,10.0
Other,,,0.0,0.0,50.0,0.0,0.0,20.0
Other,Matplotlib,R,10.0,40.0,10.0,25.0,10.0,5.0
Student,,Python,5.0,30.0,10.0,25.0,15.0,15.0
Data Scientist,,Python,5.0,30.0,10.0,25.0,10.0,20.0
Software Engineer,,Java,0.0,0.0,0.0,0.0,0.0,0.0
Other,,SQL,10.0,40.0,10.0,25.0,5.0,10.0
Student,,Python,10.0,25.0,10.0,30.0,10.0,15.0
Not employed,Matplotlib,Python,,,,,,
Data Scientist,Plotly,Python,0.0,50.0,30.0,20.0,0.0,0.0
Student,Matplotlib,Python,5.0,10.0,10.0,55.0,20.0,0.0
Software Engineer,,C#/.NET,10.0,50.0,10.0,10.0,5.0,10.0
Data Scientist,Matplotlib,Python,0.0,20.0,20.0,10.0,40.0,10.0
Student,Matplotlib,Java,10.0,60.0,10.0,10.0,10.0,0.0
Software Engineer,,C/C++,50.0,10.0,10.0,10.0,10.0,10.0
Research Assistant,Seaborn,Python,30.0,10.0,10.0,20.0,30.0,0.0
Not employed,Seaborn,,0.0,40.0,10.0,30.0,10.0,10.0
Data Scientist,,Python,45.0,20.0,5.0,20.0,10.0,0.0
Consultant,,,15.0,50.0,10.0,10.0,10.0,3.0
Student,,Python,,,,,,
Data Analyst,Plotly,,25.0,5.0,25.0,20.0,25.0,0.0
Student,Matplotlib,Python,65.0,25.0,0.0,5.0,1.0,4.0
Research Scientist,Matplotlib,,10.0,30.0,15.0,15.0,10.0,10.0
Software Engineer,Matplotlib,Python,20.0,5.0,20.0,20.0,5.0,30.0
Other,,,20.0,30.0,20.0,10.0,10.0,10.0
Other,D3,C/C++,15.0,10.0,10.0,30.0,20.0,10.0
Salesperson,,,20.0,40.0,10.0,10.0,10.0,10.0
Data Scientist,Seaborn,Python,10.0,25.0,20.0,20.0,15.0,10.0
Data Scientist,Matplotlib,Python,10.0,50.0,15.0,15.0,5.0,5.0
Other,ggplot2,SQL,5.0,25.0,10.0,30.0,10.0,20.0
Student,,MATLAB,,,,,,
Data Scientist,Matplotlib,Python,20.0,10.0,20.0,20.0,20.0,10.0
Data Scientist,,,10.0,10.0,20.0,20.0,10.0,10.0
Software Engineer,,C#/.NET,10.0,10.0,10.0,10.0,20.0,20.0
Consultant,,Python,8.0,80.0,0.0,0.0,2.0,10.0
Software Engineer,,,,,,,,
Data Analyst,ggplot2,SQL,20.0,20.0,15.0,10.0,10.0,25.0
Other,ggplot2,R,10.0,10.0,10.0,20.0,20.0,20.0
Student,,,0.0,50.0,10.0,40.0,0.0,0.0
Student,Matplotlib,Python,20.0,50.0,20.0,10.0,0.0,0.0
Software Engineer,,Javascript/Typescript,33.0,20.0,0.0,47.0,0.0,0.0
Data Scientist,Shiny,R,10.0,30.0,20.0,10.0,10.0,20.0
Data Scientist,Seaborn,Python,5.0,10.0,15.0,30.0,10.0,30.0
Student,Plotly,Python,0.0,0.0,30.0,0.0,0.0,70.0
Consultant,,Javascript/Typescript,10.0,25.0,10.0,10.0,5.0,15.0
Data Scientist,Matplotlib,,0.0,10.0,30.0,30.0,0.0,30.0
Software Engineer,Matplotlib,Python,30.0,30.0,20.0,20.0,0.0,0.0
Data Analyst,,Python,20.0,25.0,10.0,20.0,10.0,10.0
Research Assistant,Seaborn,,0.0,30.0,10.0,60.0,0.0,0.0
Not employed,,Visual Basic/VBA,20.0,30.0,10.0,0.0,30.0,10.0
Student,Seaborn,Python,10.0,25.0,20.0,15.0,15.0,10.0
Software Engineer,Plotly,Python,20.0,40.0,20.0,10.0,5.0,5.0
Software Engineer,Matplotlib,Python,20.0,20.0,20.0,20.0,20.0,0.0
Chief Officer,Seaborn,Python,10.0,30.0,15.0,15.0,0.0,30.0
Student,,C#/.NET,,,,,,
Software Engineer,,,20.0,20.0,20.0,20.0,20.0,0.0
Data Analyst,,SAS/STATA,10.0,15.0,20.0,15.0,30.0,10.0
Manager,,,,,,,,
Data Scientist,Matplotlib,Python,20.0,30.0,30.0,10.0,10.0,0.0
Research Assistant,Matplotlib,Python,15.0,40.0,3.0,22.0,13.0,7.0
Data Analyst,,,10.0,25.0,25.0,10.0,10.0,14.0
Student,,Python,5.0,5.0,15.0,35.0,10.0,25.0
Data Scientist,Lattice,R,30.0,30.0,5.0,10.0,5.0,20.0
Data Scientist,,,,,,,,
Other,Matplotlib,Python,35.0,10.0,5.0,35.0,5.0,10.0
Not employed,Matplotlib,Java,10.0,15.0,20.0,10.0,15.0,20.0
Student,Seaborn,Python,20.0,20.0,10.0,20.0,10.0,10.0
Data Scientist,,,20.0,30.0,15.0,20.0,5.0,10.0
Manager,Matplotlib,Python,15.0,8.0,25.0,5.0,5.0,5.0
Research Scientist,Matplotlib,Python,25.0,35.0,15.0,10.0,5.0,10.0
Data Scientist,Bokeh,,30.0,20.0,5.0,10.0,10.0,20.0
Business Analyst,,Python,5.0,30.0,20.0,15.0,10.0,20.0
Marketing Analyst,Seaborn,,,,,,,
Student,Seaborn,Python,10.0,40.0,10.0,10.0,10.0,10.0
Student,Matplotlib,Python,20.0,30.0,10.0,30.0,0.0,0.0
Data Engineer,D3,Java,25.0,15.0,10.0,25.0,5.0,10.0
Data Analyst,,SQL,15.0,30.0,10.0,30.0,15.0,0.0
Student,,Python,2.0,5.0,28.0,30.0,5.0,10.0
Data Analyst,Seaborn,Python,0.0,30.0,30.0,20.0,10.0,10.0
Software Engineer,Matplotlib,Javascript/Typescript,20.0,30.0,20.0,10.0,10.0,5.0
Not employed,Seaborn,Python,0.0,0.0,30.0,40.0,0.0,0.0
Research Scientist,Matplotlib,Python,3.0,7.0,7.0,40.0,3.0,40.0
Developer Advocate,,Java,0.0,0.0,0.0,0.0,0.0,0.0
Software Engineer,D3,PHP,25.0,20.0,15.0,20.0,10.0,5.0
Software Engineer,,PHP,0.0,0.0,0.0,100.0,0.0,0.0
Student,,Python,10.0,10.0,10.0,50.0,10.0,10.0
Not employed,,Python,20.0,20.0,20.0,20.0,20.0,0.0
Marketing Analyst,ggplot2,R,5.0,40.0,25.0,5.0,5.0,5.0
Data Scientist,Matplotlib,,25.0,25.0,5.0,10.0,10.0,20.0
Student,,C/C++,0.0,0.0,0.0,100.0,0.0,0.0
Not employed,,,10.0,50.0,10.0,20.0,0.0,0.0
Not employed,,C/C++,20.0,10.0,10.0,25.0,10.0,15.0
Research Assistant,Matplotlib,Python,20.0,5.0,15.0,15.0,10.0,35.0
Data Scientist,Matplotlib,SQL,30.0,10.0,10.0,20.0,10.0,20.0
Software Engineer,Matplotlib,C/C++,0.0,0.0,0.0,30.0,70.0,0.0
Data Scientist,Matplotlib,,5.0,20.0,15.0,30.0,0.0,20.0
Other,ggplot2,Python,10.0,30.0,20.0,20.0,10.0,10.0
